input,output
多年少，磨砖作镜，积雪为粮。,磨砖作镜，积雪为粮，迷了几多年少？
准备离开，发现那老人已经准备好了洗脸水，还有斋饭。,正欲告辞，只见那老儿，早具脸汤，又具斋饭。
那长老在灯光下看到三个徒弟被捆绑在地，老师父躺在行者身边哭泣着说：“徒弟啊，平时遇到困难时，你总是在外面施展神通去寻求帮助来降魔。这次你也被抓住了，我怎么能生存下来！”,那长老于灯光前，忽见三个徒弟都捆在地下，老师父伏于行者身边，哭道：“徒弟啊！常时逢难，你却在外运用神通，到那里取救降魔，今番你亦遭擒，我贫僧怎么得命！”
篱边绽放着水仙花，檐下挂着冰冻的筷子。,篱边微吐水仙花，檐下长垂冰冻箸。
高耸入云，层层叠叠。,万丈崔巍，千层悬削。
金衣力士飞向空中。,金衣力士回空而去。
想立刻把行者吞下肚，紧紧抓住小沙僧。,恨不得囫囵吞行者，活活泼泼擒住小沙僧。
在所有佛前，所有物品都是整齐摆放的，每个位置都有序排列。,诸所佛前，物件皆齐，头头有次。
再次恳求，请问父母叫什么名字。,再三哀告，求问父母姓名。
这沙僧勃然大怒：“我姓沙，名老，无论怎么改名换姓，都不可能有另一个沙和尚！不要这么无理取闹！来，受我一棍！”,这沙僧见了大怒道：“我老沙行不更名，坐不改姓，那里又有一个沙和尚！不要无礼！吃我一杖！”
在草丛中，一个呆子正在埋怨道：“这个不懂进退的弼马温！那怪来吃你，你怎么不逃跑，反而去迎接他！这一口食物被吞进肚中，你现在还是个和尚，明天可能就要变成一个大恭了！”,唬得个呆子在草里囊囊咄咄的埋怨道：“这个弼马温，不识进退！那怪来吃你，你如何不走，反去迎他！这一口吞在肚中，今日还是个和尚，明日就是个大恭也！”
鬼判无法辨认彼此，只能纷纷低头致敬。,鬼判不能相认，一个个磕头迎接。
"行者说：“这没什么大不了的！""",”行者道：“这甚打紧！
五帝听到这番话，立刻下旨宽恕，派遣天将解救，将菩萨交给他。,五帝闻言，即传旨赦宥，差天将解放，送与菩萨。
看到怀中的血书，才明白它的来历，给它取了个乳名叫江流，然后委托别人抚养，将血书好好收藏起来。,见了怀中血书，方知来历，取个乳名，叫做江流，托人抚养，血书紧紧收藏。
行者说：“厉害！厉害！我注意过，打了两个喷嚏，不知道他的铃在哪里？”,行者道：“利害！利害！我曾经着，打了两个嚏喷，却不知他的铃儿放在何处？”
引行者至潮音洞口的木叉说道：“大圣，您好。”善财童子也恭敬地行礼道：“大师有何事要找我吗？”,”木叉即引行者至潮音洞口，又见善财童子作礼道：“大圣何来？
"三魔笑着说：“这到了这个时候了吗？""",三魔笑道：“还到此时哩？”
行者问：“我在哪里欺负你？”,行者道：“我在那里作践你？”
在林间，点点萤火闪烁着，树木密密地排列着。,数点小萤光灼灼，一林野树密排排。
那位罗刹并不知道，连续三次呼唤道：“叔叔，出来吧。”,那罗刹不知，连张三次，叫：“叔叔出来罢。”
祖师将将旗交给了太子。,那祖师随将旗付太子。
在林间，有长寿的鹿和仙狐；树上，有灵动的玄鹤栖息。,林中有寿鹿仙狐，树上有灵禽玄鹤。
老人说：“我们的地方是西番哈咇国的边界。这座庙后面有一个大家庭，他们都有虔诚的心，建造了这个庙宇。这个地方是一个小村庄，社就是社神。每年春天耕作、夏天耕地、秋天收获、冬天储藏的时候，他们都会准备三牲花果来这里祭拜社神，以求四时清吉、五谷丰登、六畜兴旺。”,老者道：“敝处乃西番哈咇国界。这庙后有一庄人家，共发虔心，立此庙宇。里者，乃一乡里地；社者，乃一社上神。每遇春耕、夏耘、秋收、冬藏之日，各办三牲花果，来此祭社，以保四时清吉、五谷丰登、六畜茂盛故也。”
行者看到他们一起走下楼梯：褪放纽扣儿，解开罗带结。,一齐下去，被行者看见：褪放纽扣儿，解开罗带结。
了解了唐僧的情况，谈及对付妖怪的事情，大家都很开心。,会了唐僧，言及拿妖一事，无不欣然。
"""行者笑着说：“好主意！”""",”行者笑道：“妙！
打开看，是国王所教的。,国王教打开看。
孙大圣看着师父苦苦劝阻他，不让他降妖，告诉他真相说：“师父，我真的得告诉您，那妖就在这里吃了人。”,孙大圣见师父苦苦劝他，不许降妖，他说出老实话来道：“师父，实不瞒你说，那妖在此吃了人了。”
沙僧说：“起来吧！师父说有没有吃的都无所谓，只是要我们找个地方住下而已。”,沙僧道：“快起来！师父说有斋没斋也罢，教你我那里寻下住处去哩。”
国王听到这个消息，立刻意识到八戒只是为了满足口腹之欲，于是下令让当驾官抬着两张素桌面，在避妖楼外等候准备酒水。,国王闻说，情知八戒是为嘴，即命当驾官抬两张素桌面，看酒在避妖楼外伺候。
立刻化身为旗杆，支撑起金铙。,即变做幡竿一样，撑住金铙。
"行者说：“难道是个女孩的头，和尚的身体？""",”行者道：“莫成是丫头的头，和尚的身子？
领着四天师，前行者前往灵霄宝殿呈上奏章。,四天师即领行者至灵霄宝殿启奏。
佛祖聚集黄金于一处，吹出一口气，念动咒语，金铙瞬间恢复原貌，重新变为一副，然后与行者告别，驾着祥云直接前往极乐世界。,佛祖将金收攒一处，吹口仙气，念声咒语，即时返本还原，复得金铙一副，别了行者，驾祥云径转极乐世界。
金鱼不守规矩，玉带随意飘动；象简罗衫无序，无品叙罗衫。,金鱼玉带不依班，象简罗衫无品叙。
那位宦官按照他的话做了，请国王坐在龙床上，用金线将一端系在国王的寸关尺上，另一端理出窗外。,真个那宦官依此言，请国王坐在龙床，按寸关尺以金线一头系了，一头理出窗外。
在大厅吃完饭后，我们很快就开始了叙谈，紧接着午斋也送了进来。,到厅上吃毕，叙不多时，又午斋相继而进。
玉帝听了这番话后说：“根据你的提议，我同意。”,玉帝闻言道：“依卿所奏。”
在四海之中，龙王不停地搜寻着夜叉，而雷公则在四处搜寻着闪电。,龙王遍海找夜叉，雷公到处寻闪电。
拿起狼牙棒，迎面向敌人冲去。,即举狼牙棒，上前来斗。
大圣逗留在此许久，然后向土地询问：“这棵树有多少根枝干呢？”,大圣看玩多时，问土地道：“此树有多少株数？”
穿过屏门，继续前行，眼前出现一座穿堂，穿过穿堂，是一栋高楼，楼上的窗户半开着，隐约可见一顶黄绫帐幔。,转过屏门，往里又走，乃是一座穿堂，堂后有一座大楼，楼上窗格半开，隐隐见一顶黄绫帐幔。
手持数珠，手持拐杖，象征着龙头。,项挂一串数珠子，手持拐杖现龙头。
猴王回答说：“我知道了。”,猴王道：“是。”
走不远，看到一个老人，头发乱蓬蓬的，白发飘飘；胡子稀稀拉拉的，银丝摇摆。,行不数里，见一老者，鬓蓬松，白发飘搔；须稀朗，银丝摆动。
陈澄非常诚恳地请求，三藏心动了，于是开始整理经卷。,那陈澄拜请甚恳，三藏无已，遂收拾经卷。
他们俩战了五六十回合，不分胜负。,他两个战有五六十合，不分胜负。
那里的建筑高大雄伟，与前面的景象完全不同，直到后面的宫廷，可以看到彩门壮丽，那是金圣娘娘的住所。,那里边尽都是高堂大厦，更不似前边的模样，直到后面宫里，远见彩门壮丽，乃是金圣娘娘住处。
猴王大声说：“这个泼魔眼睛真大，竟然没看到我！”,猴王喝道：“这泼魔这般眼大，看不见老孙！”
他说：“这里就是终点了。回去后，如来会证明，灵霄殿一定会是我的。”,他道：“此间乃尽头路了。这番回去，如来作证，灵霄殿定是我坐也。”
"那妖笑着说：“娘娘，你的朝廷中有多少将领和将军？""",”那妖笑道：“娘娘，你朝中有多少将帅？
如来说道：“前往洞外，与那妖魔对决。”,”如来道：“你去洞外，叫那妖魔比试。
穿过松荫，便来到了摩云洞口。女子飞奔进去，突然将门扑倒关上。,原来穿过松阴，就是摩云洞口，女子跑进去，扑的把门关了。
唐僧说：“徒弟啊，我的身体不太好，你为什么又提起这个念头！”,”唐僧道：“徒弟呀，我的病身未可，你怎么又兴此念！
在北岸，殷丞相的军队已经安营扎寨。,殷丞相兵马，俱在北岸下了营寨。
在门外可以看到美丽的鲜花编织成的图案，桥边的草散发着迷人的芳香。,门外奇花布锦，桥边瑶草喷香。
奋力对抗，坚定决心。,咬牙争胜负，切齿定刚柔。
在绝顶崖前，那一棵无阴树下，是谁听到了杜宇那悠长的一声春天之晨？,谁听得绝想崖前，无阴树下，杜宇一声春晓？
行者说道：“老孙可不是那种惫懒的人，怎么会干这种不良之事呢？这火确实是他们家放的。我看着他心毒，并没有帮他救火，只是稍微助了点风而已。”,行者道：“老孙是这等惫懒之人，干这等不良之事？实实是他家放的。老孙见他心毒，果是不曾与他救火，只是与他略略助些风的。”
沙和尚笑着对哥说：“俗话说得好：三年不回家，就算是亲人也不亲了。你已经和他分别了五六百年，又没有互相对饮一杯酒，没有送过礼物给他，怎么能和他亲密呢？”,沙和尚笑道：“哥啊，常言道：三年不上门，当亲也不亲哩。你与他相别五六百年，又不曾往还杯酒，又没有个节礼相邀，他那里与你认甚么亲耶？”
如果背负着腾云，即使三尺高也无法离开地面，俗话说，背负普通人就像背负一座山一样沉重。,若是驮着腾云，三尺也不能离地，常言道，背凡人重若丘山。
舍妹无处可去，小龙带她来到这里，精心养育长大。,舍妹无处安身，是小龙带他到此，恩养成人。
波涛千层汹涌，波峰万迭巍峨。,千层汹浪滚，万迭峻波颠。
第二天，挂上了斋僧牌，又请三藏留下来，但他坚决不肯留下来。,至次日，再挂斋僧牌，又款留三藏，三藏决不肯住。
玉帝说：“三年前十二月二十五日，我在外出巡视三界时，看到上官正不仁，把斋天素供推倒喂狗，说脏话，犯了冒犯罪。我立即在披香殿内设立了三件事。你们带孙悟空去看，如果三件事倒了，就下旨给他；如果不倒，别管闲事。”,玉帝道：“那厮三年前十二月二十五日，朕出行监观万天，浮游三界，驾至他方，见那上官正不仁，将斋天素供，推倒喂狗，口出秽言，造有冒犯之罪，朕即立以三事，在于披香殿内。汝等引孙悟空去看，若三事倒断，即降旨与他；如不倒断，且休管闲事。”
